	Nazwa
20418	Małyszyce
20419	Małyszyn
20420	Małyszynek
20421	Małżewko
20422	Małżewo
20423	Malżyce
20424	Malżyn
20425	Mamarta
20426	Mamczarzów
20427	Mamerki
20428	Mamień
20429	Mamino
20430	Mamlicz
20431	Mamlochy
20432	Mamoty
20433	Mamzerówka
20434	Manasterz
20435	Manasterzec
20436	Mańczok
20437	Mańczyce
20438	Mandzin
20439	Mania
20440	Manie
20441	Manieczki
20442	Maniewo
20443	Maniów
20444	Maniówka
20445	Maniowo
20446	Maniowy
20447	Maniszewo
20448	Mańki
20449	Mańki-Wojdy
20450	Mankocin
20451	Mańkowice
20452	Mańkowizna
20453	Mańkowo
20454	Manowo
20455	Mansfeldy
20456	Mantyki
20457	Many
20458	Manysówka
20459	Maradki
20460	Maradz
20461	Maradzki
20462	Marantów
20463	Marasiówka
20464	Marązy
20465	Marcaki
20466	Marce
20467	Marcel
20468	Marcelewo
20469	Marcelin
20470	Marcelki
20471	Marcelów
20472	Marcewek
20473	Marcewo
20474	Marchaty
20475	Marchelówka
20476	Marchewka
20477	Marchewki
20478	Marchewkowa
20479	Marchocice
20480	Marchówka
20481	Marchowo
20482	Marchwacz
20483	Marchwacz-Kolonia
20484	Marchwacz-Leśniczówka
20485	Marchwiakowa
20486	Marchwiana
20487	Marchwice
20488	Marcinek
20489	Marciniaki
20490	Marcinkańce
20491	Marcinki
20492	Marcinków
20493	Marcinkowice
20494	Marcinkowo
20495	Marcinów
20496	Marcinowa
20497	Marcinowice
20498	Marcinowiczki
20499	Marcinówka
20500	Marcinowo
20501	Marciny
20502	Marcisze
20503	Marciszów
20504	Marciszówka
20505	Marcjampol
20506	Marcjanka
20507	Marcjanki
20508	Marcjanów
20509	Marcjanowo
20510	Marcówka
20511	Marcówka-Dwór
20512	Marcule
20513	Marcyniówka
20514	Marcyporęba
20515	Marczaki
20516	Marczów
20517	Marczuk
20518	Marczyce
20519	Marczykowskie
20520	Mardauszówka
20521	Mardułówka
20522	Mardyłówka
20523	Maręcin
20524	Mareckie
20525	Mareczki
20526	Marek
20527	Maresz
20528	Mareta
20529	Mareza
20530	Maręże
20531	Margań
20532	Margaska
20533	Margiel
20534	Margle
20535	Margole
20536	Margonin
20537	Margońska
20538	Mąrgosiaki
20539	Margowo
20540	Margrabczyzna
20541	Mariackie
20542	Mariak
20543	Mariampol
20544	Mariampole
20545	Marianek
20546	Marianice
20547	Marianin
20548	Marianka
20549	Marianka-Folwark
20550	Marianka-Leśniczówka
20551	Marianki
20552	Marianki-Kolonia
20553	Marianków
20554	Mariankowo
20555	Marianów
20556	Marianów-Kolonia
20557	Marianówek
20558	Marianowice
20559	Marianówka
20560	Marianowo
20561	Mariańska
20562	Mariańskie
20563	Mariantów
20564	Mariany
20565	Mariasz
20566	Mariensztat
20567	Mariew
20568	Mariopol
20569	Mariówka
20570	Markajmy
20571	Marki
20572	Markiewiczów
20573	Markiny
20574	Markiszki
20575	Markławka
20576	Marklowice
20577	Marklowice-Chałupki
20578	Marklowice-Praga
20579	Markocice
20580	Markocin
20581	Markosice
20582	Markosie
20583	Markoszczówka
20584	Markotów
20585	Marków
20586	Marków-Świnice
20587	Marków-Towarzystwo
20588	Markowa
20589	Markowce
20590	Markowe
20591	Markowice
20592	Markowice-Łazy
20593	Markowicze
20594	Markowiec
20595	Markowina
20596	Markowizna
20597	Markówka
20598	Markówki
20599	Markowo
20600	Markowo-Wólka
20601	Markowola
20602	Markowola-Kolonia
20603	Markowskie
20604	Markowszczyzna
20605	Markowy
20606	Marksewo
20607	Marksówek
20608	Markubowo
20609	Markusy
20610	Markuszewo
20611	Markuszów
20612	Markuszowa
20613	Markuzy
20614	Markwatów
20615	Marlewo
20616	Marlinowo
20617	Marłuty
20618	Marmana
20619	Marmur
20620	Marna
20621	Marolówka
20622	Maronie
20623	Maróz
20624	Marózek
20625	Marszałcy
20626	Marszałki
20627	Marszałkowa
20628	Marszałkówka
20629	Marszałkowo
20630	Marszew
20631	Marszewiec
20632	Marszewnica
20633	Marszewo
20634	Marszewska
20635	Marszów
20636	Marszowice
20637	Marszowiec
20638	Marszówka
20639	Marszywiec
20640	Marta
20641	Martąg
20642	Martanowo-Folwark
20643	Martaużówka
20644	Martelicha
20645	Martenki
20646	Martew
20647	Martiany
20648	Martowicze
20649	Martusakówka
20650	Martwica
20651	Martyniakowie
20652	Martynie
20653	Martyniec
20654	Martynnik
20655	Martynów
20656	Marulew
20657	Marulewy
20658	Maruna
20659	Marunówko
20660	Marunowo
20661	Maruny
20662	Marusowska
20663	Marusy
20664	Marusza
20665	Marusze
20666	Maruszewiec
20667	Maruszewo
20668	Maruszka
20669	Maruszkowo
20670	Maruszów
20671	Maruszów-Kolonia
20672	Maruszyna
20673	Marwałd
20674	Marwica
20675	Marwice
20676	Marwin
20677	Marwinia
20678	Marwino
20679	Marychnów
20680	Marydół
20681	Marydół-Huta
20682	Marylant
20683	Marylec
20684	Marylin
20685	Marylka
20686	Marylki
20687	Marylówka
20688	Marymont
20689	Maryna
20690	Maryniacy
20691	Maryniaki
20692	Maryniec
20693	Marynieckie
20694	Marynin
20695	Marynino
20696	Maryniów
20697	Maryniszki
20698	Marynka
20699	Marynki
20700	Maryno
20701	Marynopole
20702	Marynów
20703	Marynówka
20704	Marynowo
20705	Marynowo-Kolonia
20706	Marynowy
20707	Marysin
20708	Marysinek
20709	Marysławin
20710	Marysławów
20711	Maryszewice
20712	Maryszki
20713	Marytowo
20714	Marywil
20715	Marzankowice
20716	Marzatka
20717	Marzęcice
20718	Marzęcin
20719	Marzęcino
20720	Marzelewo
20721	Marzenin
20722	Marzętnik
20723	Marzewo
20724	Marżynek
20725	Marzysz
20726	Masalina
20727	Masanów
20728	Masełkowice
20729	Masiak
20730	Masiak-Las
20731	Masiarze
20732	Masie
20733	Masiowa
20734	Masiówki
20735	Maśka
20736	Maskajmy
20737	Maskierówka
20738	Maskulińskie
20739	Maślaki
20740	Maślakowice
20741	Maślakówka
20742	Maślanka
20743	Maślanki
20744	Maślankowa
20745	Maślice
20746	Maślnice
20747	Maśloch
20748	Masłomęcz
20749	Masłomiąca
20750	Masłoń
20751	Masłoniowizna
20752	Masłońskie
20753	Masłów
20754	Masłowice
20755	Masłowiczki
20756	Masłowiec
20757	Masłowo
20758	Masłowskie
20759	Maśluchowice
20760	Maśluchy
20761	Masna
20762	Masne
20763	Maśne
20764	Maśnik
20765	Masów
20766	Masówka
20767	Mastejówka
20768	Mastele
20769	Mastelowa
20770	Mastki
20771	Masuńskie
20772	Masuny
20773	Maszenice
20774	Maszew
20775	Maszewice
20776	Maszewko
20777	Maszewo
20778	Maszewo-Kolonia
20779	Maszewy
20780	Maszki
20781	Maszkienice
20782	Maszków
20783	Maszkowice
20784	Maszkowo
20785	Maszna
20786	Maszów
20787	Masztalerze
20788	Masztalerzówka
20789	Maszty
20790	Maszutkinie
20791	Maszyce
20792	Maszyna
20793	Maszynka
20794	Maszyńsko
20795	Matacze
20796	Mataki
20797	Matały
20798	Matarnia
20799	Mątasek
20800	Mątawy
20801	Matcze
20802	Matczyn
20803	Matejki
20804	Matejkówka
20805	Matejówka
20806	Maternów
20807	Maternówka
20808	Mateuszek
20809	Mateuszew
20810	Mateuszewo
20811	Mateuszowo
20812	Mątewki
20813	Matiaszów
20814	Matiaszów-Staszówek
20815	Matiaszówka
20816	Mątki
20817	Matląg
20818	Matłak
20819	Matląkowa
20820	Matlakowie
20821	Matlakówka
20822	Matlęgi
20823	Matnia
20824	Matołówka
20825	Matoły
20826	Matonogi
20827	Mątowskie
20828	Mątowy
20829	Matrase
20830	Matrosie
20831	Matule
20832	Matulnik
20833	Matułówka
20834	Matusikówka
20835	Matusówka
20836	Matusy
20837	Matuszki
20838	Matuszowice
20839	Matuszowiec
20840	Matuszyki
20841	Mątwica
20842	Mątwice
20843	Mątwy
20844	Matybudy
20845	Matygi
20846	Matyjasowiny
20847	Matyjaszki
20848	Matyjaszkowa
20849	Matyje
20850	Matyjówka
20851	Matyki
20852	Mątyki
20853	Matyldów
20854	Matyldzin
20855	Matyniów
20856	Matyska
20857	Matyski
20858	Matysówka
20859	Matysy
20860	Matyszczyki
20861	Matyty
20862	Mątyty
20863	Mauda
20864	Mauryca
20865	Maurycew
20866	Mauryców
20867	Mauryki
20868	Maurzyce
20869	Mawry
20870	Mazańcowice
20871	Mazańczyce
20872	Mazaniec
20873	Mazanka
20874	Mazanki
20875	Mazanów
20876	Mazanówka
20877	Mażany
20878	Maże
20879	Mazew
20880	Mazew-Kolonia
20881	Mazewko
20882	Mazewo
20883	"Mazewo Dworskie""A""           wieś                   Nasielsk            nowodworski    mazowieckie        0120230      -wa -kiego ""A""         mazewski"
20884	"Mazewo Dworskie""B""           wieś                   Nasielsk            nowodworski    mazowieckie        0120247      -wa -kiego ""B""         mazewski"
20885	Mazgaje
20886	Maziarka
20887	Maziarnia
20888	Maziarnia-Pęk
20889	Maziary
20890	Maziarze
20891	Maziarzówka
20892	Maziły
20893	Maźnica
20894	Mazów
20895	Mazówka
20896	Mazówki
20897	Mazowszany
20898	Mazowsze
20899	Mazowsze-Parcele
20900	Mazuchówka
20901	Mazuchy
20902	Mażucie
20903	Mazur
20904	Mazurka
20905	Mazurki
20906	Mazurkowo
20907	Mazurkowski
20908	Mazurnia
20909	Mazurowice
20910	Mazurowiec
20911	Mazurówka
20912	Mazurowo
20913	Mazurowska
20914	Mazurowy
20915	Mazury
20916	Mchawa
20917	Mchówek
20918	Mchowice
20919	Mchowie
20920	Mchówko
20921	Mchowo
20922	Mchy
20923	Mdzewko
20924	Mdzewo
20925	Mec
20926	Mechelinki
20927	Mechelówka
20928	Mechlin
20929	Mechnacz
20930	Mechnica
20931	Mechnice
20932	Mechowiec
20933	Mechowo
20934	Męcianki
20935	Męcidół
20936	Męcikał
20937	Męcikał-Struga
20938	Męcina
20939	Męcinka
20940	Męciny
20941	Męciszów
20942	Męcka
20943	Męczeninek
20944	Męczenino
20945	Męczennice
20946	Męczki
20947	Mecznik
20948	Męczydół
20949	Męczyn
20950	Męczyn-Kolonia
20951	Męczyńszczyzna
20952	Mędłów
20953	Mędlówka
20954	Mędrak
20955	Mędralówka
20956	Mędrośniki
20957	Mędrów
20958	Mędrzechów
20959	Mędrzyce
20960	Mędrzyki
20961	Mędrzyny
20962	Mędusiówka
20963	Medyka
20964	Medynia
20965	Medyny
20966	Mędzisko
20967	Mejły
20968	Mejznerzyn
20969	Męka
20970	Męka-Jamy
20971	Mękarzów
20972	Mękarzowice
20973	Meksyk
20974	Mękwa
20975	Melanin
20976	Melanków
20977	Melanów
20978	Melanówek
20979	Melanowo
20980	Mełchów
20981	Melejdy
20982	Mełgiew
20983	Melgrowa
20984	Mellerów
20985	Mełno
20986	Melonek
20987	Mełpin
20988	Melsztyn
20989	Mencowizna
20990	Mendlówka
20991	Mendrale
20992	Mentelowa
20993	Mentelówka
20994	Mentlówka
20995	Mentolowo
20996	Mercerstwo
20997	Merguny
20998	Merkowo
20999	Mermet
21000	Mertówka
21001	Mesne
21002	Mestwin
21003	Mestwinowo
21004	Mestwinowo-Leśniczówka
21005	Meszcze
21006	Mesze
21007	Meszki
21008	Meszna
21009	Mesznary
21010	Meszne
21011	Meszniak
21012	Meszno
21013	Meszyny
21014	Metelin
21015	Metelszczyzna
21016	Mętków
21017	Mętle
21018	Mętlew
21019	Mętlew-Parcele
21020	Mętna
21021	Mętno
21022	Mętów
21023	Mętylówka
21024	Mężenin
21025	Mężenin-Kolonia
21026	Mężenino-Kłoski
21027	Mężenino-Węgłowice
21028	Mezowo
21029	Mężyk
21030	Mężyki
21031	Mgoszcz
21032	Mgowo
21033	Miączyn
21034	Miączyn-Kolonia
21035	Miączyn-Stacja
21036	Miączynek
21037	Miałka
21038	Miałkie
21039	Miałkówek
21040	Miały
21041	Mianinek
21042	Mianocice
21043	Mianów
21044	Mianówek
21045	Mianowice
21046	Mianowo
21047	Mianowo-Parcele
21048	Miany
21049	Miarkówka
21050	Miąse
21051	Miaskowo
21052	Miąskowo
21053	Miąsowa
21054	Miasteczko
21055	Miasteczko-Huby
21056	Miastko
21057	Miastków
21058	Miastkówek
21059	Miastkowo
21060	Miasto
21061	Miastowice
21062	Miaty
21063	Miąża
21064	Miazgi
21065	Michala
21066	Michalaki
21067	Michalakowa
21068	Michalakówka
21069	Michalanka
21070	Michalce
21071	Michalcowie
21072	Michalcza
21073	Michalczew
21074	Michalczewscy
21075	Michalczowa
21076	Michale
21077	Michalec
21078	Michalice
21079	Michaliczki
21080	Michalikówka
21081	Michalin
21082	Michalina
21083	Michalinek
21084	Michalinka
21085	Michalinów
21086	Michalinówka
21087	Michalinowo
21088	Michaliszki
21089	Michałki
21090	Michalków
21091	Michałków
21092	Michałkowa
21093	Michałkowice
21094	Michałkowie
21095	Michałkowo
21096	Michałopol
21097	Michalów
21098	Michałów
21099	Michałów-Bloki
21100	Michałów-Grabina
21101	Michalów-Kolonia
21102	Michałów-Lecznica
21103	Michałów-Parcele
21104	Michałów-Reginów
21105	Michałowe
21106	Michałówek
21107	Michałowice
21108	Michałowice-Osiedle
21109	Michałowice-Parcela
21110	Michałowice-Wieś
21111	Michałówka
21112	Michałówki
21113	Michałowo
21114	Michałowo-Kolonia
21115	Michałowo-Wróble
21116	Michałowszczyzna
21117	Michalszczyzna
21118	Michały
21119	Micharzewo
21120	Michelin
21121	Micherdówka
21122	Micherdy
21123	Michniów
21124	Michniowiec
21125	Michnowce
21126	Michnówka
21127	Michny
21128	Michorowo
21129	Michory
21130	Michorzewko
21131	Michorzewo
21132	Michów
21133	Michowice
21134	Michowo
21135	Michrów
21136	Michrów-Stefów
21137	Michrówek
21138	Micielno
21139	Micigózd
21140	Micin
21141	Mićkowa
21142	Micorówka
21143	Miczaki
21144	Miczkowy
21145	Miczołkówka
21146	Miczuły
21147	Miecanki
21148	Miechcin
21149	Miechęcino
21150	Miechocin
21151	Miechów
21152	Miechów-Charsznica
21153	Miechów-Kolonia
21154	Miechowa
21155	Miechowice
21156	Miechowiczki
21157	Miechówka
21158	Miechowo
21159	Miechucino
21160	Miechucińskie
21161	Miechy
21162	Mięcierzyn
21163	Mieciowa
21164	Mięciszew
21165	Miecki
21166	Mięćmierz
21167	Miecze
21168	Mieczewo
21169	Mieczki
21170	Mieczki-Abramy
21171	Mieczki-Pieniążki
21172	Mieczki-Poziemaki
21173	Mieczki-Sucholaszczki
21174	Mieczki-Ziemaki
21175	Mieczków
21176	Mieczkówka
21177	Mieczkowo
21178	Mieczkowskie
21179	Mieczniki
21180	Miecznikowo
21181	Miecznikowo-Cygany
21182	Miecznikowo-Gołębie
21183	Miecznikowo-Kołaki
21184	Miecznikowo-Miąchy
21185	Miecznikowo-Sowy
21186	Mieczownica
21187	Mieczyn
21188	Mieczynek
21189	Mieczyno
21190	Mieczysko
21191	Mieczysław
21192	Mieczysławka
21193	Mieczysławów
21194	Mieczysławówka
21195	Mieczysławowo
21196	Miedary
21197	Miedawa
21198	Miedna
21199	Miedniewice
21200	Miedniewice-Gajówka
21201	Miedniewice-Kolonia
21202	Miedniewice-Łąki
21203	Miedniewice-Parcela
21204	Miednik
21205	Miedniki
21206	Miedonia
21207	Mieduniszki
21208	Miedwiecko
21209	Miedwieżyki
21210	Miedza
21211	Miedzanka-Gajówka
21212	Miedze
21213	Miedze-Lasek
21214	Miedzechów
21215	Miedzeszyn
21216	Miedziana
21217	Miedzianka
21218	Miedzianów
21219	Miedzianówek
21220	Miedzianowo
21221	Miedzichowo
21222	Miedzierza
21223	Miedziuś
21224	Miedzka
21225	Miedzna
21226	Miedźna
21227	Miedzne
21228	Miedzno
21229	Miedźno
21230	Między
21231	Międzybłocie
21232	Międzybór
21233	Międzyborów
21234	Międzybórz
21235	Międzyborze
21236	Międzybrodzie
21237	Międzychód
21238	Międzydebrze
21239	Międzydroże
21240	Międzygaj
21241	Międzygórz
21242	Międzygórze
21243	Międzygorzyce-Niwa
21244	Międzygronia
21245	Międzykąty
21246	Międzyłącze
21247	Międzylas
21248	Międzyleś
21249	Międzylesie
21250	Międzyłęż
21251	Międzyłuże
21252	Międzymoście
21253	Międzymostki
21254	Miedzyn
21255	Miedzyń
21256	Międzypole
21257	Międzypotoki
21258	Międzyrowy
21259	Międzyrzec
21260	Międzyrzecko
21261	Międzyrzecz
21262	Międzyrzecz-Wybudowanie
21263	Międzyrzecze
21264	Międzyświeć
21265	Międzywodzie
21266	Międzyzdroje
21267	Mięgosz
21268	Miegowo
21269	Miejsce
21270	Miejska
21271	Miejski
21272	Miejskie
21273	Miękinia
21274	Miękiniówka
21275	Miękinki
21276	Miękinów
21277	Miękiny
21278	Miękisz
21279	Miękisze
21280	Miękkie
21281	Miękoszyn
21282	Miękoszynek
21283	Miękowo
21284	Mielcowa
21285	Mielcuchy
21286	Mielec
21287	Mielęcin
21288	Mielęcinek
21289	Mielęcino
21290	Mielenko
21291	Mielerz
21292	Mieleszki
21293	Mieleszki-Kolonia
21294	Mieleszkowce
21295	Mielesznica
21296	Mieleszówka
21297	Mieleszyn
21298	Mieleszynek
21299	Mielewszczyzna
21300	Mieliczki
21301	Mielimąka
21302	Mielinek
21303	Mieliwo
21304	Mielnica
21305	Mielnicki
21306	Mielnicze
21307	Mielnik
21308	Mielniki
21309	Mielno
21310	Mielnów
21311	Mielonek
21312	Mielżyn
21313	Mień
21314	Mienia
21315	Mienia-Tartak
21316	Mieniany
21317	Mieniany-Osada
21318	Mienice
21319	Mieradzkówka
21320	Mierchówka
21321	Mierczany
21322	Mierczyce
21323	Mierczyn
21324	Mierestki
21325	Mierki
21326	Mierkienniki
21327	Mierkinie
21328	Mierków
21329	Mierkówka
21330	Mierniccy
21331	Mierniczakówka
21332	Mierniki
21333	Mierno
21334	Miernów
21335	Mierogoniewice
21336	Mieronice
21337	Mieroszów
21338	Mieroszyno
21339	Mieroszyno-Parcele
21340	Mierucie
21341	Mierucin
21342	Mierucinek
21343	Mieruniszki
21344	Mierzączka
21345	Mierżączka
21346	Mierzanów
21347	Mierzanowice
21348	Mierzanowice-Folwark
21349	Mierzanowice-Kolonia
21350	Mierzanowo
21351	Mierzanowo-Kolonia
21352	Mierzawa
21353	Mierzawy
21354	Mierzęcice
21355	Mierzęcin
21356	Mierzejewo
21357	Mierzeń
21358	Mierzeniec
21359	Mierzeszyn
21360	Mierzewo
21361	Mierziączka
21362	Mierzno
21363	Mierzony
21364	Mierzów
21365	Mierzowice
21366	Mierzwiączka
21367	Mierzwice-Kolonia
21368	Mierzwin
21369	Mierzwinek
21370	Mierzwowa
21371	Mierzwówka
21372	Mierzyce
21373	Mierzym
21374	Mierzyn
21375	Mierzynek
21376	Mierzynko
21377	Mierzyno
21378	Mierzynów
21379	Mierzynówka
21380	Mieścin
21381	Mieściska
21382	Mieścisko
21383	Mieścisko-Ulica
21384	Miesiączka
21385	Miesiączkowo
21386	Mięsośnia
21387	Mięsy
21388	Mieszaki
21389	Mieszałki
21390	Mieszczaki
21391	Mieszczany
21392	Mieszczk
21393	Mieszczyńsko
21394	Mieszewo
21395	Mieszki
21396	Mieszki-Atle
21397	Mieszki-Bardony
21398	Mieszki-Bursy
21399	Mieszki-Kuligi
21400	Mieszki-Leśniki
21401	Mieszki-Różki
21402	Mieszki-Zawady
21403	Mieszków
21404	Mieszkowice
21405	Mieszkowo
21406	Mieszołki
21407	Mieszuki
21408	Mieszyce
21409	Miętałów
21410	Mietel
21411	Miętkie
21412	Miętkie-Kolonia
21413	Mietków
21414	Mietlica
21415	Miętne
21416	Miętne-Parcele
21417	Mietnica
21418	Mietniów
21419	Miętno
21420	Miętowisko
21421	Mietułka
21422	Miętusewo
21423	Miętustwo
21424	Mieżychód
21425	Miga
21426	Migacz
21427	Migacze
21428	Migasowa
21429	Migasy
21430	Migdałów
21431	Migdalskie
21432	Migi
21433	Migle
21434	Migłówko
21435	Migostów
21436	Migówka
21437	Migowo
21438	Mijaczów
21439	Mijakowo
21440	Mijanowo
21441	Mijasowa
21442	Mijów
21443	Mika
21444	Mikanów
21445	Mikanowo
21446	Mikaszówka
21447	Miki
21448	Mikicin
21449	Mikielewszczyzna
21450	Mikłasze
21451	Mikłaszewo
21452	Miklesz
21453	Miklosówka
21454	Mikłusy
21455	Mikłusy-Kolonia
21456	Mikluszowice
21457	Mikołaj
21458	Mikołajczyki
21459	Mikołajczykowe
21460	Mikołajec
21461	Mikołajek
21462	Mikołajew
21463	Mikołajewice
21464	Mikołajewice-Kolonia
21465	Mikołajewo
21466	Mikołajewskie
21467	Mikołajewszczyzna
21468	Mikołajki
21469	Mikołajów
21470	Mikołajowa
21471	Mikołajówek
21472	Mikołajowice
21473	Mikołajówka
21474	Mikołajowy
21475	Mikołajskie
21476	Mikołaska
21477	Mikołeska
21478	Mikolin
21479	Mikołów
21480	Mikoniowiec
21481	Mikorowo
21482	Mikorzyce
21483	Mikorzyn
21484	Mikosiówka
21485	Mikoska
21486	Mikosze
21487	Mikoszewo
21488	Mikoszki
21489	Mikoszów
21490	Mikoszowa
21491	Mikoszówka
21492	Mików
21493	Mikowa
21494	Mikowice
21495	Mikowie
21496	Mikówiec
21497	Mikówka
21498	Mikstat
21499	Mikstat-Pustkowie
21500	Mikszówka
21501	Miksztal
21502	Mikulczyce
21503	Mikulice
21504	Mikulicze
21505	Mikulin
21506	Mikulin-Parcela
21507	Mikułowa
21508	Mikułowice
21509	Mikułowice-Kolonia
21510	Mikulsko
21511	Mikuły
21512	Mikusy
21513	Mikuszewo
21514	Mikuszewskie
21515	Mikuszowice
21516	Mikuszowina
21517	Mikuszyn
21518	Mikutówka
21519	Mikuty
21520	Miła
21521	Miłachówek
21522	Milachowo
21523	Miłachowo
21524	Milachowo-Młyn
21525	Miłaczew
21526	Miłaczewek
21527	Miłaczewskie
21528	Miłaczki
21529	Miłaki
21530	Miłaków
21531	Miłakowo
21532	Milanów
21533	Milanów-Kolonia
21534	Milanówek
21535	Milanowizna
21536	Milanowo
21537	Milanowska
21538	Miłaszka
21539	Miława
21540	Miławczyce
21541	Miławka
21542	Milcz
21543	Miłcz
21544	Milcza
21545	Milczany
21546	Milechowy
21547	Milęcice
21548	Milęcin
21549	Milejczyce
21550	Milejewo
21551	Milejki
21552	Milejów
21553	Milejów-Kolonia
21554	Milejów-Osada
21555	Milejowice
21556	Milejowice-Kolonia
21557	Milejowiec
21558	Milenkowce
21559	Milerówka
21560	Milerzyska
21561	Mileszewy
21562	Mileszki
21563	Mileszyn
21564	Milew
21565	Milewek
21566	Milewko
21567	Milewo
21568	Milewo-Brzegędy
21569	Milewo-Bylice
21570	Milewo-Gałązki
21571	Milewo-Gawary
21572	Milewo-Kulki
21573	Milewo-Łosie
21574	Milewo-Malonki
21575	Milewo-Rączki
21576	Milewo-Ruszczyny
21577	Milewo-Szwejki
21578	Milewo-Tabuły
21579	Milewo-Tosie
21580	Milewo-Wypychy
21581	Milewo-Żółtki
21582	Milewskie
21583	Milianów
21584	Miliardowice
21585	Milica
21586	Milice
21587	Milicz
21588	Milicz-Zamek
21589	Milik
21590	Milików
21591	Milikowice
21592	Milikówki
21593	Milikowo
21594	Milin
21595	Milinów
21596	Milionów
21597	Miliszewy
21598	Milkarowo
21599	Miłki
21600	Miłków
21601	Miłków-Kolonia
21602	Miłkowa
21603	Miłkowice
21604	Miłkowice-Janki
21605	Miłkowice-Maćki
21606	Miłkowice-Paszki
21607	Miłkowice-Stawki
21608	Miłkowiec
21609	Miłkówko
21610	Milkowo
21611	Miłkowo
21612	Milkowska
21613	Miłkowska
21614	Millenium
21615	Miłobądz
21616	Miłobądź
21617	Miłobędzyn
21618	Miłobrzegi
21619	Miłochniewice
21620	Miłochów
21621	Miłochowice
21622	Miłocice
21623	Miłocin
21624	Miłodróż
21625	Miłogórze
21626	Miłogostowice
21627	Miłogoszcz
21628	Miłolas
21629	Miłomłyn
21630	Miłomyśl
21631	Miłonice
21632	Milonki
21633	Miłonów
21634	Miłonowice
21635	Miłony
21636	Miłoradz
21637	Miłoradzice
21638	Miłość
21639	Miłosierna
21640	Miłosław
21641	Miłosławice
21642	Miłosna
21643	Miłostajki
21644	Miłostówko
21645	Miłostowo
21646	Miłosze
21647	Miłoszewice
21648	Miłoszewiec
21649	Miłoszewo
21650	Miłoszów
21651	Miłoszowice
21652	Miłoszówka
21653	Miłoszyce
21654	Miłoszyn
21655	Miłotki
21656	Miłów
21657	Milowice
21658	Miłowice
21659	Miłowiec
21660	Milówka
21661	Milówki
21662	Miłowo
21663	Milsko
21664	Miluki
21665	Miłuki
21666	Miłusze
21667	Milwino
21668	Milwińska
21669	Milżyn
21670	Milżynek
21671	Mimowola
21672	Mińce
21673	Minczewo
21674	Minerwa
21675	Mingajny
21676	Mingajny-Kolonia
21677	Mingosy
21678	Minięta
21679	Miniewicze
21680	Minikowo
21681	Ministrówka
21682	Miniszew
21683	Miniszewo
21684	Minków
21685	Minkowce
21686	Minkowice
21687	Minkowice-Kolonia
21688	Minkówka
21689	Minkowskie
21690	Minoga
21691	Minostowice
21692	Mińsk
21693	Mintowo
21694	Minty
21695	Miny
21696	Miodary
21697	Miodne
21698	Miodnica
21699	Miodobrze
21700	Miodowa
21701	Miodowice
21702	Miodówko
21703	Miodowo
21704	Mioduńskie
21705	Miodusy
21706	Miodusy-Dworaki
21707	Miodusy-Inochy
21708	Miodusy-Litwa
21709	Miodusy-Perki
21710	Miodusy-Pokrzywne
21711	Miodusy-Stasiowięta
21712	Miodusy-Stok
21713	Mionów
21714	Miotek
21715	Miotełka
21716	Miotki
21717	Mirachowo
21718	Mirachowo-Wybudowanie
21719	Miradowo
21720	Miradowy
